Match_ID,Match_Date,Pitch_Type,Phase,Over,Ball,Bowler,Batter_Avg,Batter_SR,Runs_Conceded,Is_Wicket
98223,20-Apr-23,Bowling,Death,16,6,Bowler A,37.9,146.26,1,0
97954,09-May-23,Batting,Powerplay,4,4,Bowler A,21.09,109.25,0,0
23186,17-Mar-22,Bowling,Death,19,1,Bowler A,26.17,129.19,0,0
98478,29-Jan-23,Bowling,Death,19,6,Bowler A,44.59,147.24,1,0
90102,07-Mar-22,Batting,Death,19,5,Bowler A,40.14,139.35,1,0
91948,16-Jan-22,Neutral,Powerplay,1,3,Bowler A,12.98,127.77,0,0
52244,08-Aug-23,Batting,Death,17,4,Bowler A,41.35,140.11,4,0
39350,26-Aug-23,Batting,Powerplay,3,2,Bowler B,22.55,120.11,0,0
88515,01-Dec-23,Neutral,Powerplay,2,2,Bowler B,28.76,156.35,2,0
53950,02-Jul-23,Batting,Powerplay,4,2,Bowler B,42.67,136.36,6,0
27349,20-May-23,Neutral,Death,19,4,Bowler B,31.13,150.7,1,0
56040,26-Jul-22,Bowling,Powerplay,3,4,Bowler A,21.15,131.47,0,0
92636,13-Sep-22,Bowling,Death,18,2,Bowler A,40.05,178.13,0,0
50148,30-Jun-22,Neutral,Powerplay,3,4,Bowler B,26.3,139.31,2,0
40988,16-Feb-23,Neutral,Powerplay,1,5,Bowler A,33.51,122.22,1,0
93324,01-May-23,Batting,Powerplay,1,1,Bowler B,31.98,113.85,0,0
69902,03-Apr-23,Bowling,Powerplay,4,5,Bowler A,30.51,127.19,0,0
83177,21-Jun-23,Batting,Death,17,5,Bowler A,38.91,161.64,4,0
76351,26-Nov-23,Batting,Death,20,6,Bowler B,42.3,131.38,0,1
88515,01-Dec-23,Neutral,Powerplay,2,2,Bowler B,26.41,130.6,0,0
81011,31-Mar-22,Neutral,Powerplay,6,1,Bowler B,29.01,132.57,1,0
37268,05-May-22,Bowling,Powerplay,2,3,Bowler B,19.6,114.87,0,1
36651,12-Apr-23,Batting,Powerplay,6,4,Bowler A,38.04,138.44,2,0
99317,12-Sep-22,Batting,Death,16,1,Bowler A,45.89,136.02,0,0
36651,12-Apr-23,Batting,Death,19,5,Bowler A,43.9,151.66,4,0
87360,17-Apr-23,Batting,Death,19,1,Bowler A,41.79,149.62,0,0
11943,15-Mar-22,Batting,Death,18,1,Bowler B,32.9,151.56,6,0
95473,11-Dec-22,Batting,Powerplay,3,3,Bowler A,21.08,111.85,1,0
96402,30-Nov-23,Batting,Death,16,5,Bowler A,22.67,129.94,0,0
14311,02-Jul-22,Batting,Death,16,4,Bowler A,21.09,121.06,1,0
43149,20-Nov-23,Batting,Powerplay,5,6,Bowler B,25.7,145.44,0,0
16846,21-Feb-23,Batting,Powerplay,5,6,Bowler B,26.2,145.26,1,0
54941,03-May-22,Bowling,Death,19,2,Bowler B,18.08,165.91,4,0
69902,03-Apr-23,Bowling,Powerplay,4,5,Bowler A,18.85,138.12,0,0
92486,28-Jan-23,Neutral,Powerplay,5,5,Bowler B,26.17,99.9,4,0
63625,04-May-22,Batting,Death,18,2,Bowler B,38.91,171.96,4,0
53617,09-Oct-22,Neutral,Powerplay,2,6,Bowler A,20.97,146.24,0,0
39350,26-Aug-23,Batting,Death,17,5,Bowler B,44.09,165.91,4,0
84727,01-Jun-22,Neutral,Death,18,3,Bowler B,41.35,142.79,2,0
24878,07-Jan-22,Neutral,Death,17,4,Bowler B,37.81,149.64,6,0
67541,20-Feb-23,Neutral,Death,17,1,Bowler B,26.21,135.73,0,0
46593,01-Jun-22,Neutral,Powerplay,5,5,Bowler B,31.44,111.72,1,0
69902,03-Apr-23,Bowling,Powerplay,4,4,Bowler A,26.58,116.31,2,0
14861,02-Nov-23,Bowling,Powerplay,2,4,Bowler B,37.58,125.96,0,0
90097,02-Jun-22,Bowling,Death,18,4,Bowler A,34.54,143.4,3,0
14311,02-Jul-22,Batting,Powerplay,4,1,Bowler A,17,127.32,0,0
45687,27-May-22,Batting,Death,20,1,Bowler B,34.22,154.61,0,1
30316,16-Jul-22,Batting,Death,20,4,Bowler A,46.88,180.71,1,0
56433,28-Jan-23,Neutral,Death,19,3,Bowler A,34.52,163.22,4,0
39482,05-Dec-22,Batting,Death,17,3,Bowler B,28.27,148.27,2,0
68414,10-Jul-22,Neutral,Death,16,6,Bowler B,45.05,159.94,3,0
55406,26-May-23,Neutral,Death,18,1,Bowler B,42.46,137.02,0,0
95473,11-Dec-22,Batting,Powerplay,3,1,Bowler A,37.85,105.39,0,0
66233,13-Nov-23,Neutral,Powerplay,6,3,Bowler A,36.32,137.45,0,0
98223,20-Apr-23,Bowling,Death,19,6,Bowler A,46.24,192.86,0,0
49282,23-Oct-23,Batting,Powerplay,1,4,Bowler A,19.52,113.23,0,0
35185,16-May-22,Batting,Death,19,5,Bowler B,39.43,153.64,0,1
60341,04-Oct-23,Bowling,Death,17,6,Bowler A,33.75,166.94,0,0
78619,19-Oct-23,Batting,Powerplay,3,1,Bowler A,13.31,137.62,0,0
81011,31-Mar-22,Neutral,Death,19,6,Bowler B,45.45,145.97,1,0
68414,10-Jul-22,Neutral,Powerplay,3,4,Bowler B,30.87,145.36,0,0
24878,07-Jan-22,Neutral,Powerplay,3,3,Bowler B,39.37,132.51,1,0
64856,12-Jan-22,Bowling,Death,17,6,Bowler B,49.32,135.54,6,0
40988,16-Feb-23,Neutral,Powerplay,1,6,Bowler A,33.96,129.66,1,0
82131,05-May-23,Bowling,Death,20,2,Bowler B,15.84,129.41,4,0
44961,02-Feb-22,Neutral,Death,18,2,Bowler B,30.49,109.97,0,0
79806,11-Aug-23,Batting,Powerplay,2,3,Bowler A,46.46,127.32,3,0
22926,01-Feb-22,Neutral,Powerplay,4,4,Bowler B,31.55,106.75,0,0
80792,11-Aug-23,Batting,Death,18,1,Bowler A,23.22,136.39,1,0
99624,10-Apr-22,Batting,Powerplay,1,2,Bowler B,47.62,145.58,0,0
61516,01-Feb-23,Bowling,Death,19,1,Bowler B,29.5,148.95,0,0
72912,28-Oct-22,Neutral,Death,20,4,Bowler A,28.19,131.96,2,0
68414,10-Jul-22,Neutral,Powerplay,3,6,Bowler B,36.42,135.42,0,0
38797,02-Nov-22,Bowling,Powerplay,3,5,Bowler A,41.15,135.87,0,0
55406,26-May-23,Neutral,Powerplay,4,3,Bowler B,21.52,131.58,3,0
43892,25-Jun-23,Batting,Powerplay,2,1,Bowler A,26.24,113.81,1,0
98177,18-Jul-22,Neutral,Death,20,4,Bowler A,48.93,164.21,3,0
87360,17-Apr-23,Batting,Death,19,4,Bowler A,40.54,167.16,1,0
27349,20-May-23,Neutral,Death,19,6,Bowler B,35.55,165.59,1,0
27383,07-Nov-22,Neutral,Death,19,6,Bowler B,32.62,143.38,2,0
56157,16-Feb-23,Neutral,Death,18,4,Bowler A,36.21,132.62,4,0
59240,13-Mar-23,Batting,Death,17,5,Bowler B,45.78,130.04,2,0
11982,14-Mar-22,Bowling,Death,18,4,Bowler B,47.97,148.41,0,1
98478,29-Jan-23,Bowling,Death,19,5,Bowler A,24.98,165.76,1,0
83932,14-May-23,Batting,Death,20,5,Bowler B,39.51,126.38,6,0
80393,12-May-23,Neutral,Powerplay,4,6,Bowler A,49.15,107.46,0,0
39738,18-Sep-23,Neutral,Death,19,1,Bowler B,32.81,148,4,0
19921,24-May-22,Batting,Death,19,2,Bowler A,33.24,153.93,4,0
54941,03-May-22,Bowling,Powerplay,6,3,Bowler B,23.3,139.38,0,0
91991,05-Jun-23,Neutral,Powerplay,6,2,Bowler A,27.13,146.68,2,0
13271,03-Mar-23,Bowling,Powerplay,4,1,Bowler A,28.31,141.19,0,0
32097,17-Jun-23,Bowling,Death,20,6,Bowler B,33.71,121.79,4,0
99624,10-Apr-22,Batting,Death,16,2,Bowler B,34.27,183.74,0,0
76351,26-Nov-23,Batting,Death,17,6,Bowler B,43.13,133.12,2,0
59047,15-Apr-23,Neutral,Powerplay,4,3,Bowler A,17.43,141.57,0,0
20547,12-Oct-23,Bowling,Death,19,6,Bowler B,34.32,174.45,0,0
45687,27-May-22,Batting,Death,20,4,Bowler B,26.21,148.42,0,1
86907,12-Jul-23,Neutral,Powerplay,4,3,Bowler B,26.09,116.82,2,0
67439,19-Jan-23,Batting,Death,17,4,Bowler B,36.21,187.61,2,0
64380,15-Mar-22,Neutral,Death,18,3,Bowler B,50.05,128.4,0,1
33641,08-Sep-23,Neutral,Powerplay,2,2,Bowler B,35.54,124.58,0,0
68914,20-Apr-22,Bowling,Death,18,6,Bowler B,47.04,174.24,0,1
89431,30-Jan-22,Batting,Powerplay,2,4,Bowler A,31.89,125.96,4,0
90055,28-Jan-22,Bowling,Death,17,6,Bowler A,22.91,145.23,0,0
86907,12-Jul-23,Neutral,Powerplay,4,6,Bowler B,38.24,153.12,1,0
45687,27-May-22,Batting,Death,19,1,Bowler B,27.12,140.6,4,0
92636,13-Sep-22,Bowling,Death,18,2,Bowler A,30.44,175.69,1,0
60710,15-Mar-22,Batting,Death,20,1,Bowler B,29.05,157.62,1,0
85561,18-Oct-22,Neutral,Powerplay,1,6,Bowler B,37,132.64,0,0
39545,12-Sep-22,Batting,Powerplay,1,6,Bowler A,18.58,157.31,0,0
44072,26-May-23,Batting,Death,17,1,Bowler B,46.51,156.61,4,0
78619,19-Oct-23,Batting,Powerplay,3,5,Bowler A,28.65,128.52,0,0
76351,26-Nov-23,Batting,Powerplay,6,6,Bowler B,27.06,123.34,0,0
91948,16-Jan-22,Neutral,Death,20,4,Bowler A,41.46,155.07,4,0
97235,27-Oct-22,Batting,Death,20,6,Bowler A,40.21,128.41,2,0
43892,25-Jun-23,Batting,Death,17,3,Bowler A,26.36,145.19,2,0
77957,21-Mar-22,Neutral,Powerplay,1,5,Bowler A,28.23,140.47,0,0
98223,20-Apr-23,Bowling,Death,16,5,Bowler A,19.18,151.58,1,0
40988,16-Feb-23,Neutral,Death,18,6,Bowler A,24.41,131.63,0,1
53168,25-Jun-23,Batting,Powerplay,2,6,Bowler B,20.29,102.69,0,0
51568,17-Sep-22,Neutral,Death,20,6,Bowler A,30.49,141.28,0,0
93087,21-Apr-22,Batting,Powerplay,2,4,Bowler A,36.24,143.08,2,0
54941,03-May-22,Bowling,Powerplay,3,3,Bowler B,17.08,135.5,2,0
43487,09-Jul-23,Neutral,Death,17,6,Bowler A,42.2,124.13,2,0
24878,07-Jan-22,Neutral,Death,17,6,Bowler B,28.26,105.66,0,0
39350,26-Aug-23,Batting,Death,17,1,Bowler B,35.39,140.21,6,0
19921,24-May-22,Batting,Powerplay,3,4,Bowler A,34.14,141.41,0,0
92124,03-Oct-23,Neutral,Powerplay,5,3,Bowler B,28.46,148.72,0,0
49931,15-Mar-23,Bowling,Powerplay,2,6,Bowler B,18.43,93.55,0,1
46292,09-Mar-23,Neutral,Powerplay,3,4,Bowler B,26.51,138.84,4,0
93324,01-May-23,Batting,Powerplay,4,6,Bowler B,31.31,129.38,0,0
42535,09-Aug-22,Bowling,Death,17,5,Bowler A,17.31,157.33,0,1
34599,22-Jan-22,Neutral,Powerplay,3,3,Bowler B,32.54,144.92,4,0
83932,14-May-23,Batting,Powerplay,1,4,Bowler B,29.63,108.84,2,0
90893,15-May-22,Batting,Powerplay,2,1,Bowler B,26.49,149.04,0,0
44961,02-Feb-22,Neutral,Death,18,3,Bowler B,25.41,137.27,0,1
94717,29-Dec-22,Neutral,Death,19,4,Bowler A,47.42,148.28,0,0
34599,22-Jan-22,Neutral,Powerplay,3,6,Bowler B,48.34,107.35,0,0
66160,08-Nov-22,Neutral,Powerplay,3,6,Bowler B,33.48,120.5,1,0
80393,12-May-23,Neutral,Death,18,6,Bowler A,43.85,165.78,6,0
91550,11-Nov-22,Bowling,Death,20,3,Bowler B,25.88,125.25,2,0
71331,19-Feb-22,Neutral,Powerplay,3,6,Bowler B,14.92,106.68,0,0
24878,07-Jan-22,Neutral,Powerplay,3,5,Bowler B,39.61,122.65,0,0
98223,20-Apr-23,Bowling,Powerplay,4,1,Bowler A,19.72,133.06,3,0
27349,20-May-23,Neutral,Powerplay,1,4,Bowler B,21.33,119.8,1,0
60345,08-Feb-22,Batting,Powerplay,5,2,Bowler A,27.68,111.19,4,0
53168,25-Jun-23,Batting,Death,16,5,Bowler B,30.51,171.26,4,0
59056,30-Dec-22,Batting,Death,18,2,Bowler A,23.86,185.4,1,0
55812,19-Dec-22,Bowling,Powerplay,3,5,Bowler B,28.84,138.7,2,0
32778,03-May-22,Bowling,Death,16,3,Bowler B,35.16,154.91,0,1
71331,19-Feb-22,Neutral,Death,19,2,Bowler B,32.27,143.99,6,0
69269,15-May-22,Bowling,Death,19,1,Bowler B,41.19,115.85,1,0
89431,30-Jan-22,Batting,Death,16,6,Bowler A,50.32,103.89,6,0
55406,26-May-23,Neutral,Death,18,5,Bowler B,33.69,177.46,6,0
87909,10-Jul-23,Bowling,Powerplay,6,6,Bowler A,33.74,121.97,0,0
92486,28-Jan-23,Neutral,Death,16,4,Bowler B,32.42,175.49,0,1
14311,02-Jul-22,Batting,Powerplay,2,5,Bowler A,21.69,126.08,0,0
52154,07-Aug-23,Neutral,Powerplay,2,3,Bowler B,36.14,133.12,2,0
76553,09-Jun-22,Batting,Powerplay,1,3,Bowler B,32.35,102.89,2,0
91948,16-Jan-22,Neutral,Death,16,6,Bowler A,28.67,161.72,0,0
59047,15-Apr-23,Neutral,Powerplay,4,4,Bowler A,25.66,123.94,1,0
12853,08-Jul-22,Bowling,Powerplay,3,6,Bowler B,38.42,116.43,2,0
28452,30-Aug-22,Bowling,Death,16,2,Bowler A,49.98,139.94,4,0
87909,10-Jul-23,Bowling,Death,19,1,Bowler A,37.17,143.47,0,1
33641,08-Sep-23,Neutral,Powerplay,2,4,Bowler B,26.6,131.54,0,0
97475,15-Nov-23,Batting,Death,18,3,Bowler A,31.91,118.31,6,0
43892,25-Jun-23,Batting,Powerplay,2,4,Bowler A,21.51,124.58,0,0
67290,22-Jan-23,Batting,Death,20,1,Bowler B,43.74,153.45,0,0
25795,28-Sep-22,Bowling,Powerplay,5,5,Bowler A,14.2,121.57,1,0
66700,11-Nov-23,Bowling,Powerplay,1,4,Bowler A,30.38,141.41,0,0
50148,30-Jun-22,Neutral,Death,20,2,Bowler B,54.19,142.93,6,0
20129,26-May-23,Batting,Powerplay,5,4,Bowler A,22.46,135.01,0,0
39482,05-Dec-22,Batting,Powerplay,1,2,Bowler B,30.19,129.69,4,0
54941,03-May-22,Bowling,Powerplay,6,2,Bowler B,35.08,146.51,0,0
11951,17-Jan-22,Bowling,Powerplay,3,2,Bowler A,18.6,141.01,0,0
94717,29-Dec-22,Neutral,Death,17,6,Bowler A,29.4,180.1,6,0
46289,15-Mar-22,Batting,Death,18,5,Bowler A,31.46,132.72,1,0
73788,07-Jul-23,Batting,Death,17,2,Bowler B,39.73,148.06,0,0
38688,16-Jul-23,Bowling,Death,17,6,Bowler B,36.34,182.53,0,0
70824,30-Aug-23,Batting,Powerplay,5,5,Bowler A,21.46,105.51,2,0
87909,10-Jul-23,Bowling,Powerplay,6,1,Bowler A,29.11,122.44,0,0
48165,22-Sep-22,Neutral,Powerplay,3,5,Bowler A,32.04,121.44,0,0
93087,21-Apr-22,Batting,Death,16,6,Bowler A,32.81,130.27,0,0
77957,21-Mar-22,Neutral,Death,19,5,Bowler A,35.53,133.58,1,0
70824,30-Aug-23,Batting,Powerplay,5,3,Bowler A,28,146.25,3,0
58511,17-Sep-22,Neutral,Powerplay,3,1,Bowler A,34.64,127.09,0,0
39545,12-Sep-22,Batting,Powerplay,1,3,Bowler A,37.82,129.83,1,0
49994,26-Jun-22,Bowling,Death,16,2,Bowler A,24.44,142.93,2,0
28058,16-Oct-22,Batting,Death,16,2,Bowler A,35.7,173.24,0,0
39350,26-Aug-23,Batting,Death,17,2,Bowler B,38.82,151.56,0,0
72912,28-Oct-22,Neutral,Powerplay,1,4,Bowler A,30.53,132.84,0,0
30079,16-Jan-23,Bowling,Powerplay,5,6,Bowler A,27.84,135,0,0
93324,01-May-23,Batting,Powerplay,1,6,Bowler B,27.25,119.21,4,0
97694,01-Sep-22,Bowling,Death,16,4,Bowler B,25.39,137.69,0,1
24645,21-Jan-23,Batting,Death,17,5,Bowler A,14.24,148.28,0,0
60341,04-Oct-23,Bowling,Death,17,2,Bowler A,25.99,130.72,6,0
74783,14-Jan-22,Batting,Death,17,4,Bowler B,32.57,155.02,1,0
48165,22-Sep-22,Neutral,Powerplay,1,5,Bowler A,25.72,113.85,0,0
84264,14-Sep-22,Batting,Powerplay,5,1,Bowler B,30.71,139.15,0,0
46289,15-Mar-22,Batting,Death,18,3,Bowler A,37.15,169.38,4,0
16910,02-Feb-23,Neutral,Powerplay,1,5,Bowler A,35.32,134.93,4,0
91991,05-Jun-23,Neutral,Death,19,5,Bowler A,45.9,197.31,1,0
39738,18-Sep-23,Neutral,Death,16,1,Bowler B,25.92,132.36,1,0
97235,27-Oct-22,Batting,Powerplay,4,2,Bowler A,28.5,120.21,0,0
95981,25-Oct-22,Batting,Death,20,5,Bowler A,32.77,164.28,0,0
